item_id;definition;type;category;lexical_category;lexical_class;uni_lemma;complexity_category
item_87;Lengte;word;feelings;predicates;verbs;;
item_88;Modig;word;feelings;predicates;adjectives;;
item_89;Nervøs;word;feelings;predicates;adjectives;;
item_90;Nysgjerrig;word;feelings;predicates;adjectives;;
item_91;Rasende;word;feelings;predicates;adjectives;;
item_92;Morsomt;word;feelings;predicates;adjectives;;
item_93;Redd;word;feelings;predicates;adjectives;;
item_94;Skamme seg;word;feelings;predicates;verbs;;
item_95;Stolt;word;feelings;predicates;adjectives;;
item_96;Trygg;word;feelings;predicates;adjectives;;
item_97;Kjedelig;word;feelings;predicates;adjectives;;
item_98;Trøste;word;feelings;predicates;verbs;;
item_99;Angre;word;feelings;predicates;verbs;;
item_100;Ekkelt;word;feelings;predicates;adjectives;;
item_101;Elske;word;feelings;predicates;verbs;;
item_102;"A: Jeg vil ha dukken <br> B: Jeg vil ha dukken <u>som kan lukke øynene</u>";complexity;;;;;
item_103;"A: Jeg har en farfar (slektning) <br> B: Jeg har en farfar (slektning) <u>som bor</u> i Drammen (sted)";complexity;;;;;
item_104;"A: Vi skal dra <br> B: Vi skal dra <u>til</u> mormor";complexity;;;;;
item_105;"A: Jeg rydder senere <br> B: Jeg rydder senere <u>når</u> Eva har gått";complexity;;;;;
item_106;"A: Skru på lyset <br> B: Skru på lyset <u>så</u> jeg kan se";complexity;;;;;
item_107;"A: Jeg løper <br> B: Jeg løper <u>hvis</u> hunden kommer";complexity;;;;;
item_108;"A: Jeg fikk en is <br> B: Jeg fikk en is <u>med</u> sjokoladestrø";complexity;;;;;
item_109;"A: Jeg synger en sang <br> B: Jeg synger en sang <u>for</u> deg";complexity;;;;;
item_110;"A: Frosken ble overkjørt <br> B: Frosken ble overkjørt <u>av</u> bilen";complexity;;;;;
item_111;"A: Hunden bjeffer <br> B: Hunden bjeffer <u>fordi</u> en katt løp forbi";complexity;;;;;
item_112;"Når man snakker om ting som har hendt tidligere, kan man markere fortid med spesielle endelser, f.eks. kjøp-<u>te</u> eller (har) les-<u>t</u>. Gjør barnet ditt det?";grammar;;;;;
item_113;"Bruker barnet ditt endelser som <u>-(e)re</u> og<u>-(e)st</u> for å bøye adjektiv, (f.eks. mamma er sterk<u>ere</u> enn meg og denne bilen er stør<u>st</u>)?";grammar;;;;;
item_114;"Bruker barnet ditt ordene <u>mer</u> og <u>mest</u> for å sammenligne mengder (f.eks. <u>mer</u> grøt og jeg har <u>mest</u> melk)?";grammar;;;;;
item_115;"Bruker barnet ditt ordene <u>mindre</u> og <u>minst</u> for å sammenligne mengder (f.eks. <u>minst</u> grøt og <u>mindre</u> melk)?";grammar;;;;;
item_116;"<u>Mindre</u> og <u>minst</u> kan også brukes for å sammenligne størrelsen på ting, f.eks. den røde stolen er <u>mindre</u> enn den svarte. Gjør barnet ditt det?";grammar;;;;;
item_117;"Bruker barnet ditt passiv form, f.eks. maten <u>lages av</u> pappa eller gutten <u>ble dyttet av</u> jenta?";grammar;;;;;
item_118;"Forteller barnet ditt om noe han/hun/hen har gjort ved å binde setninger sammen med <u>og</u> til lange setninger? (F.eks. vi badet <u>og</u> spiste is <u>og</u> spilte fotball <u>og</u> lekte politi.)";grammar;;;;;
item_119;"Bruker barnet ditt <u>men</u> når han/hun/hen forteller om noe han/hun/hen har vært med på? (F.eks. vi badet, <u>men</u> Stine var ikke med)";grammar;;;;;
item_120;Nei, aldri%Ja, av og til%Ja, ofte%Ja, alltid;pronunciation;pronunciation1;;;;
item_121;Litt yngre barn%Barn i samme alder%Litt eldre barn;pronunciation;pronunciation2;;;;
item_122;"Legger barnet ditt merke til at visse ord <u>høres like ut</u> ved at de rimer (f.eks. bil – pil)?";metalinguistic;;;;;
item_123;"Har du hørt barnet ditt <u>dele opp ord</u> i stavelser? (f.eks ba-de, sko-le, le-ke)";metalinguistic;;;;;
item_124;"Har barnet ditt vist at han/hun/hen forstår at en del mennesker snakker et annet språk, f.eks. ved å <u>herme etter slik de snakker</u> eller ved å <u>spørre om språket</u>?";metalinguistic;;;;;
item_125;"Er barnet ditt interessert i <u>bokstaver</u>?";metalinguistic;;;;;
item_126;"Vet barnet ditt hvordan noen bokstaver <u>lyder</u>?";metalinguistic;;;;;
item_127;"Kan barnet ditt <u>skrive noen bokstaver</u> selv?";metalinguistic;;;;;
item_128;"Kan barnet ditt <u>skrive noen ord</u> selv? (F.eks. mamma eller navnet sitt)";metalinguistic;;;;;
