,a1,d,item,question
item58,2.03878017235658,-0.800085701210405,ciężarówka,Czy Twoje dziecko mówi
item59,2.25699499671519,-0.895691107523421,helikopter,Czy Twoje dziecko mówi
item60,2.33668513220646,0.009911210638064,koparka,Czy Twoje dziecko mówi
item61,1.73854546694524,-0.778693397973674,lokomotywa,Czy Twoje dziecko mówi
item62,3.06789212427141,0.501512214574968,motor motocykl,Czy Twoje dziecko mówi
item63,2.67979700459355,1.00787985127384,pociąg,Czy Twoje dziecko mówi
item64,2.01457503906214,-0.275292270880221,pogotowie karetka,Czy Twoje dziecko mówi
item65,3.85891629232434,1.28797428634207,rower,Czy Twoje dziecko mówi
item66,3.57332463948002,1.16127706112959,samolot,Czy Twoje dziecko mówi
item67,3.46039421916528,-0.464990072262524,statek,Czy Twoje dziecko mówi
item68,2.2379572222947,0.66052632010349,traktor,Czy Twoje dziecko mówi
item69,2.03043663642895,-1.21135466349216,tramwaj,Czy Twoje dziecko mówi
item70,3.70036154602374,2.10171506992813,banan,Czy Twoje dziecko mówi
item71,2.66640733750154,-2.11881781522471,barszcz,Czy Twoje dziecko mówi
item72,2.84822678520753,-0.627523910500339,batonik,Czy Twoje dziecko mówi
item73,3.03555239404612,-0.838021095658786,budyń,Czy Twoje dziecko mówi
item74,3.70077080956808,1.91511184559752,bułka,Czy Twoje dziecko mówi
item75,3.68167647176701,-1.52311498198694,buraczki,Czy Twoje dziecko mówi
item76,3.9732103265434,-0.771715248280607,cebula,Czy Twoje dziecko mówi
item77,4.11440311320864,1.84104693854365,chleb,Czy Twoje dziecko mówi
item78,3.42173403037943,0.779821625485124,chrupki,Czy Twoje dziecko mówi
item79,3.05781139494001,0.233761468010514,ciasto,Czy Twoje dziecko mówi
item80,3.37207924501847,1.01796489717297,ciastko,Czy Twoje dziecko mówi
item81,3.63751499654773,-0.396852926008033,cukier,Czy Twoje dziecko mówi
item82,2.96398383247705,0.560610218808009,cukierek,Czy Twoje dziecko mówi
item83,3.96000868946006,0.72697770387098,czekolada,Czy Twoje dziecko mówi
item84,3.07121900825454,-0.710882866527126,dżem,Czy Twoje dziecko mówi
item85,3.50938585689332,-1.63811805158922,galaretka,Czy Twoje dziecko mówi
item86,3.30630588998007,-1.6698295334219,groszek,Czy Twoje dziecko mówi
item87,3.29150657210403,-1.26064117484785,grzyby,Czy Twoje dziecko mówi
item88,2.19909926011273,-0.850692334237665,guma do żucia,Czy Twoje dziecko mówi
item89,3.53549760845094,0.784457199217357,herbata,Czy Twoje dziecko mówi
item90,4.49286859723825,1.96841483591151,jabłko,Czy Twoje dziecko mówi
item91,3.33429078745904,2.67991313025076,jajko,Czy Twoje dziecko mówi
item92,1.87958679759762,1.68994610161391,jedzenie papu am,Czy Twoje dziecko mówi
item93,3.40767149089503,-0.015491434734933,jogurt,Czy Twoje dziecko mówi
item94,2.62495219674413,-0.492927847326598,kakao,Czy Twoje dziecko mówi
item95,3.85228862913924,-0.284351139879247,kanapka kromka,Czy Twoje dziecko mówi
item96,4.33621486365009,-1.89373513005856,kapusta,Czy Twoje dziecko mówi
item97,2.5895931140794,0.065687338305997,kaszka,Czy Twoje dziecko mówi
item98,3.00116443118882,0.405029502287313,kawa,Czy Twoje dziecko mówi
item99,3.50225657901622,-0.233038078292935,ketchup,Czy Twoje dziecko mówi
item100,3.87560906088359,0.094254031119076,kiełbasa,Czy Twoje dziecko mówi
item101,4.21339077052276,-0.628220634529254,kotlet,Czy Twoje dziecko mówi
item102,3.85017241020299,-0.575882877559766,kurczak,Czy Twoje dziecko mówi
item103,3.61334340885481,0.75641557985329,lizak,Czy Twoje dziecko mówi
item104,3.82893031307262,1.16619915913008,lody,Czy Twoje dziecko mówi
item105,4.54248226646636,-0.105101147022649,makaron kluski,Czy Twoje dziecko mówi
item106,3.29679107681756,-1.57421802405547,mandarynka,Czy Twoje dziecko mówi
item107,5.01570780129269,0.01849807210202,marchewka,Czy Twoje dziecko mówi
item108,4.51147242024619,-0.462858772455702,masło margaryna,Czy Twoje dziecko mówi
item109,4.25580202594268,0.298258535538589,mięso,Czy Twoje dziecko mówi
item110,3.3495944795517,-1.47524264970013,miód,Czy Twoje dziecko mówi
item111,3.82777199442414,1.88145142575845,mleko,Czy Twoje dziecko mówi
item112,3.93805597030011,-1.10795471465477,naleśniki,Czy Twoje dziecko mówi
item113,4.26003663262629,-2.03656952466318,orzechy,Czy Twoje dziecko mówi
item114,4.15636017655103,0.17346066665398,ogórek,Czy Twoje dziecko mówi
item115,4.1467126956232,-0.048670817941587,paluszki,Czy Twoje dziecko mówi
item116,4.25015889798738,0.57177766038788,parówka kiełbaska,Czy Twoje dziecko mówi
item117,2.63140981407053,1.94819041808443,picie,Czy Twoje dziecko mówi
item118,3.48643030297562,-1.35273115509687,pierogi,Czy Twoje dziecko mówi
item119,3.66712160724013,-1.35734040007015,placek,Czy Twoje dziecko mówi
item120,4.05350428538001,-1.5972770996663,pomarańcza,Czy Twoje dziecko mówi
item121,4.53893794465695,0.139978605159524,pomidor,Czy Twoje dziecko mówi
item122,3.26600613687271,-2.34190851027065,rodzynki,Czy Twoje dziecko mówi
item123,3.96602476936488,-0.47398246516191,rosół,Czy Twoje dziecko mówi
item124,3.49802257401074,0.732024153704012,ryba,Czy Twoje dziecko mówi
item125,3.70161889537777,-0.919959679435524,ryż,Czy Twoje dziecko mówi
item126,4.08487059061328,0.34689565960189,ser,Czy Twoje dziecko mówi
item127,3.63502302983927,1.41058855994297,sok,Czy Twoje dziecko mówi
item128,3.1264415586161,-0.824860964086983,sos,Czy Twoje dziecko mówi
item129,3.56072459525807,-0.87949027645159,sól,Czy Twoje dziecko mówi
item130,3.70847506832051,-0.948075529478284,szynka,Czy Twoje dziecko mówi
item131,4.50627737782944,-0.772525904218574,truskawki,Czy Twoje dziecko mówi
item132,3.55556043431518,-2.10019328418155,witaminy,Czy Twoje dziecko mówi
item133,3.44413516318343,1.51786913075718,woda,Czy Twoje dziecko mówi
item134,4.57689794313489,-0.095162581576569,ziemniaki kartofle,Czy Twoje dziecko mówi
item135,4.58990530512909,1.85281106839536,zupa,Czy Twoje dziecko mówi
item136,3.58010188515902,2.74615232265816,bajka,Czy Twoje dziecko mówi
item137,3.87326222445759,1.32879144902213,balonik,Czy Twoje dziecko mówi
item138,3.61922580788279,-0.816673561605505,grabki,Czy Twoje dziecko mówi
item139,3.35498549047953,-0.430538535835007,gumka,Czy Twoje dziecko mówi
item140,4.97485036024411,0.145185812796946,kartka papier,Czy Twoje dziecko mówi
item141,4.79232715155271,2.25954620499718,klocki,Czy Twoje dziecko mówi
item142,4.71677550457317,1.51548987017919,kredki,Czy Twoje dziecko mówi
item143,5.00146657596902,1.00382784665052,książka,Czy Twoje dziecko mówi
item144,2.02901243242628,1.61628942590715,lalka,Czy Twoje dziecko mówi
item145,4.79864864900391,-0.016493980396522,łopatka,Czy Twoje dziecko mówi
item146,5.24199748556152,-1.12490936254764,obrazek,Czy Twoje dziecko mówi
item147,3.45701357042948,-0.956761723068334,ołówek,Czy Twoje dziecko mówi
item148,3.5006846967276,2.87939328636091,piłka,Czy Twoje dziecko mówi
item149,3.33912413799082,0.221099833321611,pisak długopis,Czy Twoje dziecko mówi
item150,5.31921341753221,-0.993202258361264,prezent,Czy Twoje dziecko mówi
item151,2.04762049577794,0.497612172111375,smoczek,Czy Twoje dziecko mówi
item152,5.30581073809855,-0.077512036735751,wiaderko,Czy Twoje dziecko mówi
item153,5.35398058590273,0.606092334095908,zabawka,Czy Twoje dziecko mówi
item154,4.8297985071551,0.370993226977647,bluzka,Czy Twoje dziecko mówi
item155,3.87393580975759,3.00479744042494,buty,Czy Twoje dziecko mówi
item156,3.76127560605651,-1.53059476987784,chustka,Czy Twoje dziecko mówi
item157,4.63623789690107,2.4511754345948,czapka,Czy Twoje dziecko mówi
item158,3.90854085136181,-0.500558424335543,guzik,Czy Twoje dziecko mówi
item159,4.05331814794583,-0.397693903764823,kalosze gumowce,Czy Twoje dziecko mówi
item160,3.9084939440826,-1.36190517509009,kapelusz,Czy Twoje dziecko mówi
item161,4.83884399980748,-0.886953507101918,kieszeń,Czy Twoje dziecko mówi
item162,4.10913240134152,-1.31003883818332,koszula,Czy Twoje dziecko mówi
item163,5.65067486485322,1.42848029088935,kurtka,Czy Twoje dziecko mówi
item164,4.70787914900312,0.471688131613001,majtki,Czy Twoje dziecko mówi
item165,3.3925211922188,-0.316786039304124,pantofle kapcie,Czy Twoje dziecko mówi
item166,3.66331997611227,-1.28345779028428,pasek,Czy Twoje dziecko mówi
item167,3.68800709464829,0.851632547158672,pieluszka pampers,Czy Twoje dziecko mówi
item168,4.57543754954659,-0.048795958903294,piżama,Czy Twoje dziecko mówi
item169,4.18769701778991,-0.571823842022659,rajstopy rajtuzy,Czy Twoje dziecko mówi
item170,4.34049882276578,-0.389387272741751,rękawiczki,Czy Twoje dziecko mówi
item171,4.84006931171715,1.2172614330003,skarpetki,Czy Twoje dziecko mówi
item172,5.18062958041206,1.05440190524264,spodnie,Czy Twoje dziecko mówi
item173,3.90503797950694,-1.04414381138966,sukienka,Czy Twoje dziecko mówi
item174,4.73146430357083,-1.05612740292325,sweter,Czy Twoje dziecko mówi
item175,4.54301335876412,-0.434384346663432,szalik,Czy Twoje dziecko mówi
item176,3.04879713794747,-1.62227650300281,śliniaczek,Czy Twoje dziecko mówi
item177,4.82605722636323,-0.401168814191889,ubranie,Czy Twoje dziecko mówi
item178,3.60544912542157,-0.279884791213348,broda,Czy Twoje dziecko mówi
item179,5.60190585988923,2.5166824038804,brzuch,Czy Twoje dziecko mówi
item180,4.46695985186373,2.02845464424838,buzia,Czy Twoje dziecko mówi
item181,3.8791698260206,0.125552198792237,czoło,Czy Twoje dziecko mówi
item182,3.9385536300404,-1.05613391681908,gardło,Czy Twoje dziecko mówi
item183,5.77203346099232,2.33239103340999,głowa,Czy Twoje dziecko mówi
item184,4.64114022228949,0.138537639192172,język,Czy Twoje dziecko mówi
item185,5.21578396687651,0.078961122542563,kolano,Czy Twoje dziecko mówi
item186,3.52595829946088,-1.54857778807847,krew,Czy Twoje dziecko mówi
item187,3.44141093387501,-1.96709619501928,łokieć,Czy Twoje dziecko mówi
item188,5.27036238597599,2.63421080785661,noga,Czy Twoje dziecko mówi
item189,4.05831237483107,3.28441309244961,nos,Czy Twoje dziecko mówi
item190,3.39262246674015,3.35910294298266,oko,Czy Twoje dziecko mówi
item191,5.16006007101355,1.25607640540455,palec,Czy Twoje dziecko mówi
item192,5.3054506811203,-0.912190395486372,paznokcie pazurki,Czy Twoje dziecko mówi
item193,3.39101071757001,0.842993890356853,pępek,Czy Twoje dziecko mówi
item194,4.91757720843828,-0.114538335778022,plecy,Czy Twoje dziecko mówi
item195,4.35491786402075,-0.862184716667488,policzek,Czy Twoje dziecko mówi
item196,3.46762868792203,2.49976038100412,pupa,Czy Twoje dziecko mówi
item197,5.59644512411004,1.96894717543251,ręka,Czy Twoje dziecko mówi
item198,3.69680766036274,-1.26998679492531,serce,Czy Twoje dziecko mówi
item199,4.06167600912195,-2.12403676547492,skóra,Czy Twoje dziecko mówi
item200,4.12707912358052,-0.142880547807043,szyja,Czy Twoje dziecko mówi
item201,4.26836693093557,2.38126407507583,ucho,Czy Twoje dziecko mówi
item202,5.44436613597001,2.06860977406305,włosy,Czy Twoje dziecko mówi
item203,5.33549320874598,1.14841222148734,ząb,Czy Twoje dziecko mówi
item204,3.01057236972695,-0.99750868383892,balkon,Czy Twoje dziecko mówi
item205,3.41841627034266,-0.798258462949491,dach,Czy Twoje dziecko mówi
item206,4.60485705253676,2.12122634117923,drzwi,Czy Twoje dziecko mówi
item207,4.80936227695451,-0.25911036515519,dywan,Czy Twoje dziecko mówi
item208,3.92887786161942,-1.32932515404336,firanka zasłona,Czy Twoje dziecko mówi
item209,4.35759277227131,-0.167313502891168,fotel,Czy Twoje dziecko mówi
item210,3.86259645296057,-2.30101477135512,korytarz przedpokój,Czy Twoje dziecko mówi
item211,4.08366037647805,-1.02970011109032,kran,Czy Twoje dziecko mówi
item212,5.11597694973399,0.917837393920002,krzesło,Czy Twoje dziecko mówi
item213,5.81805481677154,0.430746674357415,kuchnia,Czy Twoje dziecko mówi
item214,5.38435867332375,0.041382928616514,lodówka,Czy Twoje dziecko mówi
item215,5.53885828543339,0.050165065562225,łazienka,Czy Twoje dziecko mówi
item216,5.68112109939801,1.28021771622585,łóżko,Czy Twoje dziecko mówi
item217,3.99621153779218,-0.08060373351507,odkurzacz,Czy Twoje dziecko mówi
item218,4.48126248157205,1.57307243262679,okno,Czy Twoje dziecko mówi
item219,5.8765135549827,-0.759256865386402,podłoga,Czy Twoje dziecko mówi
item220,5.99003524578335,0.372653101170724,pokój,Czy Twoje dziecko mówi
item221,4.54334110990617,-2.12356525287887,półka regał,Czy Twoje dziecko mówi
item222,5.05558363896948,0.1368940201459,pralka,Czy Twoje dziecko mówi
item223,3.94924129213452,-1.39285984686685,prysznic,Czy Twoje dziecko mówi
item224,5.73332674134089,0.047509677813068,schody,Czy Twoje dziecko mówi
item225,3.67805613899343,-1.56380928525796,stołek,Czy Twoje dziecko mówi
item226,5.90018461774569,1.21783794635013,stół,Czy Twoje dziecko mówi
item227,4.06600585920625,-2.09428061685936,sufit,Czy Twoje dziecko mówi
item228,5.53379922769509,-0.09658395052903,szafa,Czy Twoje dziecko mówi
item229,4.87266983190882,-1.83598742794658,szuflada,Czy Twoje dziecko mówi
item230,5.47514933976087,-0.931474493661421,ściana,Czy Twoje dziecko mówi
item231,4.49252938978059,0.778441922455318,telewizor,Czy Twoje dziecko mówi
item232,3.3146042952583,-0.947134980670909,ubikacja ustęp,Czy Twoje dziecko mówi
item233,4.11778478650876,0.106159628085169,wanna,Czy Twoje dziecko mówi
item234,4.65483503125409,1.07030843181057,wózek,Czy Twoje dziecko mówi
item235,3.7328891416757,-0.984479804612667,aparat kamera,Czy Twoje dziecko mówi
item236,4.39013998032533,1.27108413855085,butelka,Czy Twoje dziecko mówi
item237,4.01607138958727,-1.11628540549631,czajnik,Czy Twoje dziecko mówi
item238,4.16995141143687,-1.59459375490083,deska,Czy Twoje dziecko mówi
item239,5.15891423252202,-0.417094087591993,garnek,Czy Twoje dziecko mówi
item240,4.69680677278124,-0.886363366052308,gazeta,Czy Twoje dziecko mówi
item241,3.87842439149165,-0.978018170627906,grzebień,Czy Twoje dziecko mówi
item242,3.55607711674471,-2.02272509770383,igła,Czy Twoje dziecko mówi
item243,4.62974751116848,0.914294769858367,klucz,Czy Twoje dziecko mówi
item244,4.2620036512069,0.935831465609202,koc kołdra,Czy Twoje dziecko mówi
item245,4.53502649727847,-1.28988359935114,koszyk,Czy Twoje dziecko mówi
item246,4.86395054270569,1.22815417536289,kubek,Czy Twoje dziecko mówi
item247,3.6724314666663,0.373655748564995,lampa,Czy Twoje dziecko mówi
item248,4.43291083668597,-1.10807191905695,lekarstwa tabletki,Czy Twoje dziecko mówi
item249,5.3878855774249,-0.468013805103988,lustro,Czy Twoje dziecko mówi
item250,5.55796061564914,1.15678125019844,łyżka,Czy Twoje dziecko mówi
item251,3.14562248548399,-1.01392011419125,miotła,Czy Twoje dziecko mówi
item252,4.42534028209906,0.016149034623781,miska,Czy Twoje dziecko mówi
item253,4.10146955464106,-1.19465689483842,młotek,Czy Twoje dziecko mówi
item254,4.9073853579077,0.442307593252009,mydło,Czy Twoje dziecko mówi
item255,3.39256291670381,-2.07256735765508,nici,Czy Twoje dziecko mówi
item256,4.01650227076491,0.736084346613317,nocnik,Czy Twoje dziecko mówi
item257,4.68170209205496,-0.577943349813542,nożyczki,Czy Twoje dziecko mówi
item258,3.7717522549989,0.243546242583344,nóż,Czy Twoje dziecko mówi
item259,4.86199612951555,-1.61731344364831,obraz,Czy Twoje dziecko mówi
item260,4.55738499450008,0.625348040552958,okulary,Czy Twoje dziecko mówi
item261,4.50308212094235,-0.27785359714811,pieniądze,Czy Twoje dziecko mówi
item262,5.15183055505832,0.447350053478135,poduszka,Czy Twoje dziecko mówi
item263,6.1563915393497,-1.56883205245505,pudełko,Czy Twoje dziecko mówi
item264,3.5884768519032,-0.850167412743441,radio,Czy Twoje dziecko mówi
item265,5.8918627713867,-0.274321047890372,ręcznik,Czy Twoje dziecko mówi
item266,5.23168957019503,-2.17030718482132,słoik,Czy Twoje dziecko mówi
item267,4.60571094174148,-0.496742203326518,syrop,Czy Twoje dziecko mówi
item268,4.32228553734227,-0.029182475888578,szczoteczka do zębów,Czy Twoje dziecko mówi
item269,4.43888241561489,-0.762903828991904,szczotka,Czy Twoje dziecko mówi
item270,4.70429910020404,-0.542731922361847,szklanka,Czy Twoje dziecko mówi
item271,4.71970960899772,-1.56998143419658,szmata ścierka,Czy Twoje dziecko mówi
item272,4.81791175390622,-2.31312756693522,sznurek,Czy Twoje dziecko mówi
item273,4.48542737413765,0.495385984855583,śmieci,Czy Twoje dziecko mówi
item274,5.27228796106478,0.126926993374197,talerz,Czy Twoje dziecko mówi
item275,3.52330074656456,1.47980561856498,telefon komórka,Czy Twoje dziecko mówi
item276,4.12191131803299,-1.93375953551041,termometr,Czy Twoje dziecko mówi
item277,5.08808027690127,-0.561637510820281,torebka,Czy Twoje dziecko mówi
item278,5.51121581584678,-0.243130823368633,widelec,Czy Twoje dziecko mówi
item279,3.60627090096753,-1.85243074180111,zapałki,Czy Twoje dziecko mówi
item280,5.0868292417988,-0.642100777779233,zdjęcie fotografia,Czy Twoje dziecko mówi
item281,4.11989044596248,0.092160854070879,zegarek,Czy Twoje dziecko mówi
item282,3.96497390689574,-1.39742275870889,żelazko,Czy Twoje dziecko mówi
item283,3.72887707310793,-1.06023978002441,bałwan,Czy Twoje dziecko mówi
item284,3.98910989097436,-0.536355205243472,błoto,Czy Twoje dziecko mówi
item285,3.96316357758338,0.133131936287828,burza,Czy Twoje dziecko mówi
item286,4.77663634473556,-0.392545825162705,chmura,Czy Twoje dziecko mówi
item287,4.30138192812995,1.87542188151542,deszcz,Czy Twoje dziecko mówi
item288,4.32797642335008,-1.5876604957315,drabina,Czy Twoje dziecko mówi
item289,4.56712417462748,-0.192946311202057,droga,Czy Twoje dziecko mówi
item290,5.46417087710277,1.26431174706288,drzewo,Czy Twoje dziecko mówi
item291,4.01440767738524,-2.56086697459215,gałąź,Czy Twoje dziecko mówi
item292,4.75741478957074,-0.661523320574645,gwiazda,Czy Twoje dziecko mówi
item293,3.42543406223646,0.969006757878171,huśtawka,Czy Twoje dziecko mówi
item294,5.85531245274438,0.152427124326961,kamień,Czy Twoje dziecko mówi
item295,4.4683681937424,0.087140539532855,kijek patyk,Czy Twoje dziecko mówi
item296,4.21763889668422,-0.380922721883885,księżyc,Czy Twoje dziecko mówi
item297,4.92661175502414,1.44722293559552,kwiatek,Czy Twoje dziecko mówi
item298,5.16465233465969,0.037676840761488,listek,Czy Twoje dziecko mówi
item299,3.69112033295798,-1.36442322784635,most,Czy Twoje dziecko mówi
item300,3.43862640965839,-2.33904719940919,mróz,Czy Twoje dziecko mówi
item301,4.33470445621928,0.259755120302975,niebo,Czy Twoje dziecko mówi
item302,3.64633156333809,-0.474804131851309,ogień,Czy Twoje dziecko mówi
item303,5.51822911915937,0.654692146768858,piasek piaskownica,Czy Twoje dziecko mówi
item304,4.26285990337202,-1.35103436098654,płot,Czy Twoje dziecko mówi
item305,4.54071268160746,-1.3450047265219,sanki,Czy Twoje dziecko mówi
item306,5.22597679583392,0.861698566081087,słońce,Czy Twoje dziecko mówi
item307,4.64203043379989,-0.882938759574271,śnieg,Czy Twoje dziecko mówi
item308,5.90462851706224,0.617171074172548,trawa,Czy Twoje dziecko mówi
item309,4.55651738771032,-0.848086669427381,ulica,Czy Twoje dziecko mówi
item310,5.01070939130415,-0.40193613011229,wiatr,Czy Twoje dziecko mówi
item311,4.30862374186378,1.95622630009381,woda,Czy Twoje dziecko mówi
item312,4.51431535769152,-1.26348199424888,ziemia,Czy Twoje dziecko mówi
item313,3.54590149968045,-1.99894179656885,apteka,Czy Twoje dziecko mówi
item314,4.11891061567544,2.93519293510791,dom,Czy Twoje dziecko mówi
item315,2.84158731287497,-1.73326496345738,góry,Czy Twoje dziecko mówi
item316,4.0086002394664,-1.50836919151033,imieniny urodziny,Czy Twoje dziecko mówi
item317,3.3886328113444,-0.474151863036315,kościół,Czy Twoje dziecko mówi
item318,3.3007998766248,0.156173181525869,las,Czy Twoje dziecko mówi
item319,3.62227036317649,-1.72163330753192,miasto,Czy Twoje dziecko mówi
item320,3.14995071597493,-1.13499376606287,morze,Czy Twoje dziecko mówi
item321,3.33374561676871,0.659789026144783,na dwór na pole,Czy Twoje dziecko mówi
item322,3.98494360996649,-1.10918010925119,park ogród,Czy Twoje dziecko mówi
item323,3.35779102393284,-2.28223992152361,poczta,Czy Twoje dziecko mówi
item324,3.25542587345117,-0.769576897686614,podwórko,Czy Twoje dziecko mówi
item325,3.70873098132428,0.231057726367272,praca,Czy Twoje dziecko mówi
item326,3.77761991037021,-1.83893052192395,rzeka,Czy Twoje dziecko mówi
item327,4.87131764356184,1.21892438658417,sklep,Czy Twoje dziecko mówi
item328,4.15825426343678,0.863409883484773,spacer,Czy Twoje dziecko mówi
item329,4.04422875265821,0.103874733656313,szkoła przedszkole,Czy Twoje dziecko mówi
item330,2.65998601859295,-0.961581104772431,zoo,Czy Twoje dziecko mówi
item331,2.45673221979816,4.41196706616813,babcia,Czy Twoje dziecko mówi
item332,2.37674945071436,-0.686528008691962,brat,Czy Twoje dziecko mówi
item333,4.37844184797596,0.296935515776441,chłopiec,Czy Twoje dziecko mówi
item334,2.8599787624139,2.49565998392124,ciocia,Czy Twoje dziecko mówi
item335,3.58471842794192,-1.50938914436559,córeczka,Czy Twoje dziecko mówi
item336,5.31455596409013,0.093065335861351,doktor lekarz,Czy Twoje dziecko mówi
item337,2.08533240492028,2.5769435580716,dziadek dziadzio,Czy Twoje dziecko mówi
item338,1.84656038769314,1.92129581478979,dzidzi dzidziuś,Czy Twoje dziecko mówi
item339,3.20654567447172,1.86525212455521,dzieci,Czy Twoje dziecko mówi
item340,4.21537116880529,0.677397301138075,dziewczynka,Czy Twoje dziecko mówi
item341,4.04821545650718,-2.07618992782269,fryzjer,Czy Twoje dziecko mówi
item342,4.2947544476394,-1.20588952509478,goście,Czy Twoje dziecko mówi
item343,2.13440501753978,0.131912199192953,imię zwierzątka,Czy Twoje dziecko mówi
item344,4.48887010763202,-1.33711308283869,kolega koleżanka,Czy Twoje dziecko mówi
item345,4.02341724791058,-2.1916592854638,krasnoludek,Czy Twoje dziecko mówi
item346,4.25344528423066,-1.33321028488282,król królewna,Czy Twoje dziecko mówi
item347,3.41537887458111,-1.74355124248287,ksiądz,Czy Twoje dziecko mówi
item348,4.4393946562971,-1.16166491362176,ludzie,Czy Twoje dziecko mówi
item349,1.21485427714695,3.70008319255559,mama mamusia,Czy Twoje dziecko mówi
item350,3.19668778869141,2.51677671730889,pan,Czy Twoje dziecko mówi
item351,3.43428443313442,1.99893328263737,pani,Czy Twoje dziecko mówi
item352,4.22973172060913,-1.44409528122617,policjant,Czy Twoje dziecko mówi
item353,2.80947962497562,-0.877149768733592,siostra,Czy Twoje dziecko mówi
item354,3.66675202468882,-1.15802079096017,synek,Czy Twoje dziecko mówi
