item_id;definition;language;form;type;category;lexical_category;lexical_class;uni_lemma;complexity_category ;num_item_id
item_31;Mama czyta bajkę o misiu%Mama czyta bajkę;Polish;CDI3;alternatives;grupa2;;;;;31
item_32;Chcę iść do sklepu%Chcę do sklepu;Polish;CDI3;alternatives;grupa2;;;;;32
item_33;Szukam misia, ale nie mogę go znaleźć.%Nie mogę znaleźć misia;Polish;CDI3;alternatives;grupa2;;;;;33
item_34;Ptaszek, którego karmi mama, jest żółty%Ptaszek jest żółty;Polish;CDI3;alternatives;grupa2;;;;;34
item_35;Piłem(-am)%Piję;Polish;CDI3;alternatives;grupa3;;;;;35
item_36;Widzę ptaszki, które latają po niebie%Widzę ptaszki;Polish;CDI3;alternatives;grupa3;;;;;36
item_37;Jest ładna pogoda, więc pójdziemy na spacer%Jest ładna pogoda i pójdziemy na spacer;Polish;CDI4;alternatives;grupa3;;;;;37
item_38;Biegałem(-am)%Biegam;Polish;CDI4;alternatives;grupa3;;;;;38
item_39;Pójdę na spacer, jeśli będzie ciepło%Będzie ciepło i pójdę na spacer;Polish;CDI4;alternatives;grupa3;;;;;39
item_40;Sam(-a) założę spodnie, bo jestem duży(-a)%Jestem duży(-a). Sam(-a) założę spodnie;Polish;CDI4;alternatives;grupa3;;;;;40
item_41;Schowajmy klocki%Schowamy klocki;Polish;CDI4;alternatives;grupa3;;;;;41
item_42;Chcę, żebyś narysowała misia%Narysuj misia;Polish;CDI4;alternatives;grupa3;;;;;42
item_43;Jem kanapkę i piję wodę%Jem kanapkę;Polish;CDI4;alternatives;grupa3;;;;;43
item_44;Pani, która idzie, ma pieska%Pani idzie. Ma pieska;Polish;CDI4;alternatives;grupa3;;;;;44
item_45;Będę się cieszyć, jeśli dostanę misia%Dostanę misia. Będę się cieszyć;Polish;CDI4;alternatives;grupa3;;;;;45
item_46;Kolega, który rozlał wodę, wytarł podłogę%Kolega wytarł podłogę;Polish;CDI4;alternatives;grupa3;;;;;46
item_47;Sam(-a) założę spodnie, bo jestem duży(-a)%Jestem duży(-a) i sam(-a) założę spodnie;Polish;CDI4;alternatives;grupa3;;;;;47
item_48;Odkręć wodę, żebym umył(-a) rączki%Odkręć wodę;Polish;CDI4;alternatives;grupa3;;;;;48
item_49;Babcia powiedziała, że przyjedzie%Babcia powiedziała: przyjadę;Polish;CDI4;alternatives;grupa3;;;;;
item_50;Chcę jogurt z płatkami%Chcę jogurt;Polish;CDI4;alternatives;grupa3;;;;;
item_51;Jak tata przyjdzie, to nakarmi kota%Tata nakarmi kota;Polish;CDI4;alternatives;grupa3;;;;;
item_52;Pójdę na spacer, jeśli będzie ciepło%Będzie ciepło. Pójdę na spacer;Polish;CDI4;alternatives;grupa4;;;;;
item_53;Zaśpiewałabyś piosenkę?%Zaśpiewaj;Polish;CDI4;alternatives;grupa4;;;;;
item_54;Zabawka, którą kupiła mama, leży w szafie%Zabawka leży w szafie;Polish;CDI4;alternatives;grupa4;;;;;
item_55;Podlałem(-am) kwiaty, żeby urosły%Podlałem(-am) kwiaty;Polish;CDI4;alternatives;grupa4;;;;;
item_56;Jak wrócę do domu, to zjem obiad%Wrócę do domu. Zjem obiad;Polish;CDI4;alternatives;grupa4;;;;;
item_57;Jestem głodny(-a), więc zjem banana%Jestem głodny(-a) i zjem banana;Polish;CDI4;alternatives;grupa4;;;;;
item_58;Nie wyjdziemy, bo pada deszcz%Pada deszcz. Nie wyjdziemy;Polish;CDI4;alternatives;grupa4;;;;;
item_59;Będę się cieszyć, jeśli dostanę misia%Dostanę misia i będę się cieszyć;Polish;CDI4;alternatives;grupa4;;;;;
item_60;Musimy zjeść kolację%Zjemy kolację;Polish;CDI4;alternatives;grupa4;;;;;
item_61;Pójdę na spacer, jeśli będzie ciepło%Pójdę na spacer;Polish;CDI4;alternatives;grupa4;;;;;
item_62;Będę się cieszyć, jeśli dostanę misia%Będę się cieszyć;Polish;CDI4;alternatives;grupa4;;;;;
item_63;Tata jedzie kupić soczek%Tata jedzie po soczek;Polish;CDI4;alternatives;grupa4;;;;;
item_64;Jestem głodny(-a), więc zjem banana%Jestem głodny(-a).;Polish;CDI4;alternatives;grupa4;;;;;
item_65;Zabawka jest schowana pod łóżkiem%Zabawka jest pod łóżkiem;Polish;CDI4;alternatives;grupa4;;;;;
item_66;Wieczorem zjemy kolację%Wieczorem jemy kolację;Polish;CDI4;alternatives;grupa4;;;;;
item_67;Jak tata przyjdzie, to nakarmi kota%Tata przyjdzie. Nakarmi kota;Polish;CDI4;alternatives;grupa4;;;;;
item_68;"Czy Twoje dziecko opowiada o tym, co ktoś powiedział, mówiąc ""... powiedział(a), że...""?";Polish;CDI3;yesNo;wprost;;;;;
item_69;"Czy Twoje dziecko używa słów ""która"", ""które"" (""co"") itp., żeby połączyć dwa zdania, np. ""Jem ciasto, które zrobiła mama""?";Polish;CDI3;yesNo;wprost;;;;;
item_70;"Czy Twoje dziecko używa słów ""żebym"", ""żebyś"", ""abym"", ""abyś"" itp. w zdaniach takich jak: ""Chcę, żebyś narysowała misia"", ""Zapal światło, abym mógł widzieć""?";Polish;CDI3;yesNo;wprost;;;;;
item_71;"Czy Twoje dziecko używa słów ""mogę"" albo ""musimy"" itp. w zdaniach takich jak ""Mogę zjeść"", ""Musimy iść""?";Polish;CDI3;yesNo;wprost;;;;;
item_72;"Czy Twoje dziecko używa słów ""będę"", ""będą"", ""będziemy"" itp. w zdaniach takich jak ""Oni będą jechać do babci"", ""Kasia będzie śpiewać piosenkę""?";Polish;CDI3;yesNo;wprost;;;;;
item_73;"Czy Twoje dziecko dodaje ""-bym"", ""-byś"", ""-byście"" itp. do czasowników., np. ""Chciałbym cukierka""?";Polish;CDI3;yesNo;wprost;;;;;
item_74;"Czy Twoje dziecko używa słowa ""jeśli"" (""jeżeli""), żeby połączyć dwa zdania, np. ""Pójdę na spacer, jeśli będzie ciepło""?";Polish;CDI3;yesNo;wprost;;;;;
item_75;"Czy Twoje dziecko używa słowa ""bo"" (""ponieważ""), żeby połączyć dwa zdania, np. ""Nie wyjdziemy, bo pada deszcz""?";Polish;CDI3;yesNo;wprost;;;;;
item_76;"Czy Twoje dziecko używa form rzeczowników odpowiadających na pytania ""kim? czym?"", zakończonych na ""-ami"", np. ""lalkami"", ""samochodami"", ""płatkami""?";Polish;CDI3;yesNo;wprost;;;;;
item_77;"Czy Twoje dziecko używa form rzeczowników odpowiadających na pytania ""o/na/w kim? czym?"", zakończonych na ""-ach"", np. ""o zabawkach"", ""na drzewach""?";Polish;CDI3;yesNo;wprost;;;;;
item_78;"Czy Twoje dziecko używa słowa ""więc"", żeby połączyć dwa zdania, np. ""Jest ładna pogoda, więc pójdziemy na spacer""?";Polish;CDI3;yesNo;wprost;;;;;49
item_79;"Czy Twoje dziecko używa form rzeczowników odpowiadających na pytania ""o/na/w kim? czym?"", zakończonych na ""-u"", np. ""w kubku"", ""na łóżku""?";Polish;CDI3;yesNo;wprost;;;;;50
item_80;"Czy Twoje dziecko używa słowa ""ale"", żeby połączyć dwa zdania, np. ""Szukam misia, ale nie mogę go znaleźć""?";Polish;CDI3;yesNo;wprost;;;;;51
item_81;"Czy Twoje dziecko używa form czasowników zakończonych na ""-ąc"", np. ""wracając"", ""rozmawiając"", ""jadąc""?";Polish;CDI3;yesNo;wprost;;;;;52
item_82;"Czy Twoje dziecko używa słowa ""i"", żeby połączyć dwa zdania, np. ""Jem kanapkę i piję soczek""?";Polish;CDI3;yesNo;wprost;;;;;53
item_83;"Czy Twoje dziecko używa form rzeczowników odpowiadających na pytania ""kim? czym?"", zakończonych na ""-em"", np. ""panem"", ""serem""?";Polish;CDI3;yesNo;wprost;;;;;54
item_84;"Czy Twoje dziecko używa słowa ""żeby"" (""aby"") w zdaniach takich jak ""Myję nogi, żeby były czyste""?";Polish;CDI3;yesNo;wprost;;;;;55
item_85;"Czy Twoje dziecko używa słowa ""jak"" i/lub ""kiedy"", by łączyć dwa zdania, np. ""Jak wrócę do domu, to zjem obiad""?";Polish;CDI3;yesNo;wprost;;;;;56
;;;;;;;;;;57
;;;;;;;;;;58
