item_id;definition;type;category
item_455;Blow to indicate something is hot.;gestures_objects;
item_456;Hold plane and make it "fly".;gestures_objects;
item_457;Put telephone to ear.;gestures_objects;
item_458;Sniff flowers.;gestures_objects;
item_459;Push toy car or truck.;gestures_objects;
item_460;Throw a ball.;gestures_objects;
item_461;Pour pretend liquid from one container to another.;gestures_objects;
item_462;Stir pretend liquid in a cup or pan with a spoon.;gestures_objects;
item_463;Pretend to 'drink' from a cup or other object.;gestures_objects;
item_464;Put to bed.;gestures_parent;
item_465;Cover with blanket.;gestures_parent;
item_466;Feed with bottle or at the breast.;gestures_parent;
item_467;Feed with spoon.;gestures_parent;
item_468;Brush/comb its hair.;gestures_parent;
item_469;Push in pram/buggy.;gestures_parent;
item_470;Rock it.;gestures_parent;
item_471;Kiss or hug it.;gestures_parent;
item_472;Try to put shoe, sock or hat on it.;gestures_parent;
item_473;Wipe its face or hands.;gestures_parent;
item_474;Talk to it.;gestures_parent;
item_475;Try to put nappy on it.;gestures_parent;
item_476;Sweep with a broom or mop.;gestures_adult;
item_477;Put a key in a door or lock.;gestures_adult;
item_478;Bang with a hammer or mallet.;gestures_adult;
item_479;Attempt to use a saw.;gestures_adult;
item_480;"Type" at a typewriter or computer keyboard.;gestures_adult;
item_481; "Read" (opens book, turns page).;gestures_adult;
item_482;Hoover.;gestures_adult;
item_483;Play a musical instrument (e.g. piano, trumpet).;gestures_adult;
item_484;"Drive" a car by turning steering wheel.;gestures_adult;
item_485;Washing up / wash dishes.;gestures_adult;
item_486;Clean with a cloth or duster.;gestures_adult;
item_487;Write with a pen, pencil, or marker.;gestures_adult;
item_488;Dig with a spade.;gestures_adult;
item_489;Put on glasses.;gestures_adult;
